"Week","gu","pollutant"
2018-04-30,"관악구",49.8571428571429
2018-05-07,"관악구",39.8571428571429
2018-05-14,"관악구",45.8
2018-05-21,"관악구",40.5
2018-05-28,"관악구",54
2018-06-04,"관악구",43.5
2018-06-18,"관악구",60
2018-06-25,"관악구",44.6666666666667
2018-07-02,"관악구",12
2018-07-09,"관악구",22.2
2018-07-16,"관악구",34.4285714285714
2018-07-23,"관악구",36.2857142857143
2018-07-30,"관악구",29.5714285714286
2018-08-06,"관악구",21.7142857142857
2018-08-13,"관악구",24.1428571428571
2018-08-20,"관악구",24.1428571428571
2018-08-27,"관악구",19.8571428571429
2018-09-03,"관악구",27.2857142857143
2018-09-10,"관악구",23
2018-09-17,"관악구",33.1428571428571
2018-09-24,"관악구",15.7142857142857
2018-10-01,"관악구",22.1428571428571
2018-10-08,"관악구",30.4285714285714
2018-10-15,"관악구",43.8571428571429
2018-10-22,"관악구",43.7142857142857
2018-10-29,"관악구",38.4285714285714
2018-11-05,"관악구",71.7142857142857
2018-11-12,"관악구",51.4
2018-11-19,"관악구",38.7142857142857
2018-11-26,"관악구",82.2857142857143
2018-12-03,"관악구",30.5714285714286
2018-12-10,"관악구",45.8571428571429
2018-12-17,"관악구",72.2857142857143
2018-12-24,"관악구",37.2857142857143
2018-12-31,"관악구",49.4285714285714
2019-01-07,"관악구",77
2019-01-14,"관악구",92.1428571428571
2019-01-21,"관악구",55.5714285714286
2019-01-28,"관악구",68.5714285714286
2019-02-04,"관악구",65.2857142857143
2019-02-11,"관악구",48.8571428571429
2019-02-18,"관악구",65.5714285714286
2019-02-25,"관악구",99.1428571428571
2019-03-04,"관악구",131.2
2019-03-11,"관악구",59
2019-03-18,"관악구",48.1428571428571
2019-03-25,"관악구",62.4285714285714
2019-04-01,"관악구",51.7142857142857
2019-04-08,"관악구",39.2857142857143
2019-04-15,"관악구",51.4285714285714
2019-04-22,"관악구",55.8571428571429
2019-04-29,"관악구",67.4285714285714
2019-05-06,"관악구",62.2857142857143
2019-05-13,"관악구",55.4285714285714
2019-05-20,"관악구",70.1428571428571
