"Month","gu","pollutant"
2018-03-01,"마포구",0.0282
2018-04-01,"마포구",0.0291428571428571
2018-05-01,"마포구",0.0207142857142857
2018-06-01,"마포구",0.0278571428571429
2018-07-01,"마포구",0.0144814814814815
2018-08-01,"마포구",0.0112903225806452
2018-09-01,"마포구",0.0158666666666667
2018-10-01,"마포구",0.0267096774193548
2018-11-01,"마포구",0.0349642857142857
2018-12-01,"마포구",0.0280645161290323
2019-01-01,"마포구",0.0108387096774194
2019-02-01,"마포구",0.0188571428571429
2019-03-01,"마포구",0.0275416666666667
2019-04-01,"마포구",0.0270333333333333
2019-05-01,"마포구",0.0430645161290323
2019-06-01,"마포구",0.0425
2019-07-01,"마포구",0.0332903225806452
2019-08-01,"마포구",0.0330967741935484
2019-09-01,"마포구",0.0116071428571429
2019-10-01,"마포구",0.00751612903225806
2019-11-01,"마포구",0.0115666666666667
2019-12-01,"마포구",0.00890322580645161
2020-01-01,"마포구",0.0375161290322581
2020-02-01,"마포구",0.0362962962962963
2020-03-01,"마포구",0.0311612903225806
2020-04-01,"마포구",0.0234
2020-05-01,"마포구",0.0226129032258065
2020-06-01,"마포구",0.0225
2020-07-01,"마포구",0.0175806451612903
2020-08-01,"마포구",0.0159354838709677
2020-09-01,"마포구",0.0178333333333333
2020-10-01,"마포구",0.0270967741935484
2020-11-01,"마포구",0.0362413793103448
2018-01-01,"서대문구",0.0225483870967742
2018-02-01,"서대문구",0.0332962962962963
2018-03-01,"서대문구",0.02835
2018-04-01,"서대문구",0.0277619047619048
2018-05-01,"서대문구",0.0200952380952381
2018-06-01,"서대문구",0.0271428571428571
2018-07-01,"서대문구",0.0148148148148148
2018-08-01,"서대문구",0.0134838709677419
2018-09-01,"서대문구",0.0136
2018-10-01,"서대문구",0.0110322580645161
2018-11-01,"서대문구",0.0266428571428571
2018-12-01,"서대문구",0.0289032258064516
2019-01-01,"서대문구",0.0128709677419355
2019-02-01,"서대문구",0.0192142857142857
2019-03-01,"서대문구",0.0306666666666667
2019-04-01,"서대문구",0.0319333333333333
2019-05-01,"서대문구",0.0461935483870968
2019-06-01,"서대문구",0.0433666666666667
2019-07-01,"서대문구",0.0339677419354839
2019-08-01,"서대문구",0.0341290322580645
2019-09-01,"서대문구",0.0277857142857143
2019-10-01,"서대문구",0.0254193548387097
2019-11-01,"서대문구",0.0160333333333333
2019-12-01,"서대문구",0.0129032258064516
2020-01-01,"서대문구",0.0296774193548387
2020-02-01,"서대문구",0.0281851851851852
2020-03-01,"서대문구",0.0226774193548387
2020-04-01,"서대문구",0.015
2020-05-01,"서대문구",0.0164193548387097
2020-06-01,"서대문구",0.0162666666666667
2020-07-01,"서대문구",0.0115161290322581
2020-08-01,"서대문구",0.01
2020-09-01,"서대문구",0.0109666666666667
2020-10-01,"서대문구",0.0185161290322581
2020-11-01,"서대문구",0.0258275862068966
2018-01-01,"서초구",0.0310967741935484
2018-02-01,"서초구",0.0235555555555556
2018-03-01,"서초구",0.02265
2018-04-01,"서초구",0.032047619047619
2018-05-01,"서초구",0.024047619047619
2018-06-01,"서초구",0.0354285714285714
2018-07-01,"서초구",0.0208148148148148
2018-08-01,"서초구",0.0189354838709677
2018-09-01,"서초구",0.0204666666666667
2018-10-01,"서초구",0.0290322580645161
2018-11-01,"서초구",0.0375714285714286
2018-12-01,"서초구",0.0320322580645161
2019-01-01,"서초구",0.0124516129032258
2019-02-01,"서초구",0.018
2019-03-01,"서초구",0.0295833333333333
2019-04-01,"서초구",0.0278666666666667
2019-05-01,"서초구",0.0454193548387097
2019-06-01,"서초구",0.0412666666666667
2019-07-01,"서초구",0.0335483870967742
2019-08-01,"서초구",0.036258064516129
2019-09-01,"서초구",0.0278571428571429
2019-10-01,"서초구",0.0251612903225806
2019-11-01,"서초구",0.0174333333333333
2019-12-01,"서초구",0.0159032258064516
2020-01-01,"서초구",0.0382903225806452
2020-02-01,"서초구",0.035037037037037
2020-03-01,"서초구",0.0288709677419355
2020-04-01,"서초구",0.0217666666666667
2020-05-01,"서초구",0.0207096774193548
2020-06-01,"서초구",0.0208333333333333
2020-07-01,"서초구",0.0188709677419355
2020-08-01,"서초구",0.0160645161290323
2020-09-01,"서초구",0.0191666666666667
2020-10-01,"서초구",0.0300967741935484
2020-11-01,"서초구",0.0349655172413793
2018-01-01,"성동구",0.0318064516129032
